type,index,True Reward,Realized Reward,Optimal Reward
single,1,-0.1504812992612301,-5.90268246768515,9.375420994071247
single,2,-0.17357814048193243,-4.500451250089023,9.447663473536824
single,3,-0.13523395543263675,-4.76186562085815,9.325179296374785
single,4,-0.14157843696582423,-4.239766742454396,9.434071755807551
single,5,-0.1348593137420721,-3.9393113290717467,9.383067750005115
single,6,-0.1451678943097576,-3.5772186795031082,9.421467995684841
single,7,-0.09213967360545453,-2.6267645275899287,9.51247608017579
single,8,-0.016296064154151524,-1.807571657099777,9.025456321344635
single,9,-0.006074787873356635,-1.9457785262688811,8.774606424873367
single,10,0.009165220456794354,-0.7796754642502666,9.336401642228417
single,11,0.0026155559194798172,-0.22852961983158304,9.282255044116681
single,12,0.024336248620986323,-0.4099851219270655,9.160618880114196
single,13,0.021536706724562205,0.19247651662558052,9.329555724740715
single,14,0.0702333864193983,-0.4047111056094732,8.907522567614738
single,15,0.06007325289446,-0.5390634015578135,9.347178530106767
single,16,0.061805901280964096,0.22998543454903025,8.957874661616389
single,17,0.03951658808864049,0.2061556742606379,8.818280513278657
single,18,-0.005210543708204438,0.010675548204878454,9.059258070185283
single,19,-0.0072282298138007794,-0.029626059268289512,8.79042012011109
single,20,0.017483451541028816,-0.27846691838900095,8.535901658116838
single,21,0.013090686405478169,0.11524586497042244,8.903078119038767
single,22,-0.024649633810185534,0.21726035796314397,8.782050820255375
single,23,-0.0006959003198910851,0.21453143748392567,8.899200621461464
single,24,0.003431565100185288,-0.3002968247468105,8.217015630487547
single,25,-0.04652975988388759,-0.3340323757615466,8.605096170199209
single,26,-0.056568845727896055,0.5630408660618152,8.752421554129924
single,27,-0.0662723618003692,0.7161224104306978,8.328753447460784
single,28,-0.07483536071623731,1.0751483273134155,8.58984961947711
single,29,-0.11975433896037126,0.7675053166334465,8.46248661119246
single,30,-0.11676049011071005,1.430392457575242,8.417660807458875
single,31,-0.11418838692239412,0.4362820102046512,8.36190216925575
single,32,-0.11519807538535813,0.4978731646011514,8.160136599050075
single,33,-0.09591596379058756,1.2749062678277467,8.501840704251887
single,34,-0.108972659297529,1.1313093034921704,8.303943182188513
single,35,-0.13668733464945496,1.4488732124077908,8.318657546149362
single,36,-0.19334079836670634,1.0656313110765827,7.945271874893621
single,37,-0.1604245048958654,0.13373202103090254,7.9373344002506645
single,38,-0.15855261391673836,0.38901017550863665,7.8293716594174985
single,39,-0.14967299736503897,0.8311803029644887,7.759742812727662
single,40,-0.18483725693104075,1.3292125919247741,7.75854277911219
single,41,-0.19577664078384965,1.0142546588193138,7.689774816151701
single,42,-0.22537625642086948,1.2219900778086337,7.8703674098708225
single,43,-0.18400071432066462,1.230598961649815,7.559691526654553
single,44,-0.20512738519356666,0.9117050669918714,7.348889079884476
single,45,-0.1429938127480006,1.1826080426151462,7.295312126712721
single,46,-0.16760849956981122,1.093966648852105,7.264477349825252
single,47,-0.16427523408251224,1.163284687838222,7.021574268711522
single,48,-0.1832139899410842,1.0930668570645374,7.200795614705703
single,49,-0.16254053992263376,0.8401629018346539,7.362003058188808
single,50,-0.21766481213105246,0.9197700884461675,6.88945977413445
single,51,-0.21624140184167584,1.3839662786181817,6.8908332216774015
single,52,-0.21162930072532873,1.5102465678296944,6.752505543706416
single,53,-0.19463258114417228,1.6452431964687382,6.651367597434358
single,54,-0.17352941947468384,1.2281886042621488,6.846544290830105
single,55,-0.14346600296653758,1.133637950453965,7.068677194275326
single,56,-0.14374951109323936,1.6858617834875091,6.67019001248358
single,57,-0.1466357939115462,1.422043825640457,6.96735634380883
single,58,-0.12372920104265604,1.3292657176195197,6.480652255425461
single,59,-0.12423869034145917,1.38440680577295,6.228144219742626
single,60,-0.12637239861173158,1.2757738800425455,6.496590268861791
single,61,-0.09393610808126845,1.1482907769812103,6.302314492228805
single,62,-0.062475425332213876,1.7290685206743293,6.182953726473274
single,63,-0.076645173846215,1.373860950443595,6.1633735732955115
single,64,-0.07832542627548728,1.559935295845837,6.146828092340714
single,65,-0.13056017627936403,1.2458145588866691,5.934887370308407
single,66,-0.13457831453555538,1.4252485846915444,6.030932838360441
single,67,-0.15229043134003145,1.2564775310538105,5.967629307446206
single,68,-0.18257530180222709,1.4637444037850507,5.910350601462031
single,69,-0.1428049443169886,1.356402230370886,5.99974253772744
single,70,-0.17718680044516733,1.142586832834755,5.934844572417335
single,71,-0.2320631957118201,1.4568954897327622,5.830961432021857
single,72,-0.2150229928023759,1.0727775586332275,5.912200408040045
single,73,-0.2039725837756221,1.2554304723000358,5.614258455910107
single,74,-0.18982189402555422,1.3416209435205948,5.750298854573953
single,75,-0.21026492039243289,0.8981577400835952,5.644739944088739
single,76,-0.20332042293070765,1.0426081383444257,5.579319605313422
single,77,-0.22568389114773524,0.8734239330136443,5.68473163482409
single,78,-0.23526814035030186,0.9852310780183737,5.459841534105669
single,79,-0.25587880894994114,1.0790096317015188,5.24575550801056
single,80,-0.2784357602093279,1.0897337054411564,5.3357474663962385
single,81,-0.2367707339449826,1.2959324771339393,5.413166437837827
single,82,-0.23469876224395125,1.0544741371737738,4.923850599093123
single,83,-0.19463258114417192,1.2660576050826615,4.864961826696894
single,84,-0.15634919774667133,1.1507116884085735,4.797854370439321
single,85,-0.1749420600701801,1.0838802497735531,5.2148791700370065
single,86,-0.14341879799847645,1.078534209355776,4.966408273533032
single,87,-0.15171878157933943,1.2754878895904538,4.820466666676706
single,88,-0.1383777187256607,1.3870069603900337,4.8815124560486645
single,89,-0.15133783781377808,1.4372913341151161,4.8795298200750885
single,90,-0.14450571002504475,1.3732629876498392,4.655355447978431
single,91,-0.1575460859805179,0.7340551455037577,4.497009742847915
single,92,-0.1276269231200077,0.9357097916753359,4.538432190924077
single,93,-0.11966206497315025,1.1062632604754694,4.789029523833405
single,94,-0.13331511929252435,1.1199141731425555,4.417241012388416
single,95,-0.13210011914305636,0.999259091793618,4.4964652644128025
single,96,-0.12409969991291535,1.2448558714743398,4.342926970763656
single,97,-0.11276738784566244,0.9952358038321444,4.079631428395585
single,98,-0.17109857577131177,1.1778577357218503,4.2523926937936585
single,99,-0.19244753776140483,1.141381418990654,3.93941751063779
single,100,-0.19766975652145863,1.1005379053525204,4.169071459233276
single,101,-0.19294367253268108,1.0030148751665042,4.043943492967449
single,102,-0.2090032816024827,1.280473998221685,4.052283313258576
single,103,-0.1622517318027309,0.948110268652047,3.8564388882553393
single,104,-0.18419752660089841,0.8730305168865814,3.7490746788720037
single,105,-0.15860053872645152,1.2567374945263783,3.8974874447623
single,106,-0.14597263248019327,1.0902225546847908,3.5766032845805547
single,107,-0.15214748706983505,1.0244448678015838,3.77070562803057
single,108,-0.1616262837075451,1.0611657174042755,3.701623452129283
single,109,-0.12160111914907776,1.1962972345579295,3.494164208532423
single,110,-0.12284966387091335,0.9881362318482028,3.458453206227665
single,111,-0.15673205571642748,0.9674512928589151,3.6402721834413834
single,112,-0.16466113924417042,1.0204360430423525,3.3843422667698406
single,113,-0.076070959476244,1.0452353048596768,3.3405429520075938
single,114,-0.07828119818784264,1.0840799307643054,3.240377571853273
single,115,-0.0947006454990605,0.9284783652692563,3.1386559820800777
single,116,-0.09528558870789756,0.8830766649411338,3.027637952942945
single,117,-0.08864583802451022,0.750413485013159,3.0414289171939632
single,118,-0.10473774034197848,1.134712224984918,3.0860520402130627
single,119,-0.0738655951482357,1.249958640180707,3.052257980367113
