Current Date,True Reward,Realized Reward,Optimal Reward
2020-01-03,0.0035501251453880275,-0.0035501251453880275,0.0162525021507916
2020-01-06,-0.00042122113571823553,0.00042122113571823553,0.020223848431897864
2020-01-07,0.0014028667351209763,-0.0014028667351209763,0.03820238785723828
2020-01-08,0.0018233203881692175,-0.0018233203881692175,0.05758456150036967
2020-01-09,0.009871611083292554,-0.009871611083292554,0.06933889810142596
2020-01-10,0.014309861487901612,-0.014309861487901612,0.08470327499299675
2020-01-13,0.012139406442690036,-0.012139406442690036,0.08687373003820832
2020-01-14,0.021068046432980915,-0.023013393748578855,0.09774771734409714
2020-01-15,0.029145321204724184,-0.014936118976835585,0.10582499211584041
2020-01-16,0.032457691197338566,-0.0116237489842212,0.1091373621084548
2020-01-17,0.04102785653285529,-0.003053583648704481,0.11770752744397152
2020-01-21,0.0335443259639407,-0.010537114217619072,0.12027433272855836
2020-01-22,0.0434950687795648,-0.000586371401994969,0.13022507554418247
2020-01-23,0.049168924131661615,0.005087483950101847,0.1358989308962793
2020-01-24,0.04823292245045388,0.004151482268894111,0.14501326506857293
2020-01-27,0.04609027362416978,0.0020088334426100096,0.15292095209579032
2020-01-28,0.038464538037472636,-0.005616902144087135,0.15534555236259473
2020-01-29,0.047519259293912076,0.003437819112352308,0.16440027361903417
2020-01-30,0.04600087826160333,0.0019194380800435632,0.17293222844022701
2020-01-31,0.0478761210813095,0.0037946808997497325,0.17480747125993318
2020-02-03,0.04327101590080408,-0.0008104242807556862,0.1802527019329293
2020-02-04,0.03873466095057751,-0.005346779230982254,0.18576668283620418
2020-02-05,0.047206818708419376,0.0031253785268596096,0.19423884059404603
2020-02-06,0.05254893626693243,0.008467496085372665,0.19958095815255908
2020-02-07,0.05781852453009057,0.013737084348530808,0.20485054641571723
2020-02-10,0.05755350840533405,0.013472068223774286,0.21463586614446215
2020-02-11,0.061477584770857505,0.017396144589297745,0.21855994250998562
2020-02-12,0.06722560088534937,0.02314416070378962,0.2243079586244775
2020-02-13,0.08569250459950922,-0.005373078863871766,0.24277486233863735
2020-02-14,0.08112918360032186,-0.0008097578646844017,0.2473381833378247
2020-02-18,0.023584935972247083,0.05673448976339037,0.30488243096589945
2020-02-19,0.03981450447240859,0.04050492126322886,0.30845548976191767
2020-02-20,0.05494365138029618,0.035831440874936726,0.3131289701502098
2020-02-21,0.05803934194850822,0.022685414453223238,0.3162246607184218
2020-02-24,0.033046441971893784,0.04767831442983767,0.3412175606950362
2020-02-25,0.06578072660287519,0.014944029798856263,0.35414921802983784
2020-02-26,-0.01124690817266244,0.0919716645743939,0.4311768528053755
2020-02-27,-0.021664922320536274,0.10238967872226774,0.44159486695324934
2020-02-28,0.0256394829655616,0.05508527343616987,0.46909664494316744
2020-03-02,0.01863668987232375,0.02827985304675233,0.4760994380364053
2020-03-03,0.05631577949591263,0.0659589426703412,0.5137785276599942
2020-03-04,0.06941082095150265,0.07905398412593123,0.5268735691155843
2020-03-05,0.06888682093951275,0.07852998411394133,0.5363999049570957
2020-03-06,0.04510667716862244,0.05474984034305102,0.5501297128744845
2020-03-09,0.07302778101378536,0.08267094418821394,0.5780508167196474
2020-03-10,0.031052409801067285,0.040695572975495864,0.6099758520788641
2020-03-11,-0.05873416515251263,-0.04909100197808405,0.6897120911789425
2020-03-12,-0.01110495620069396,-0.10677054678340421,0.7373413001307612
2020-03-13,-0.13362496676109636,0.015749463776998207,0.8598613106911636
2020-03-16,-0.07448958162445855,-0.043385921359639604,0.8991940685316215
2020-03-17,-0.11775958775594716,-0.00011591522815099231,0.9424640746631101
2020-03-18,-0.13026107973166445,0.012385576747566284,0.9549655666388274
2020-03-19,-0.22162386313195198,0.10374836014785382,1.046328350039115
2020-03-20,-0.2855940759856624,0.16771857300156423,1.1102985628928255
2020-03-23,-0.23674762235571004,0.11887211937161188,1.139342389226598
2020-03-24,-0.19102570834571508,0.14479140608542715,1.165261675940413
2020-03-25,-0.1293553173793535,0.07307067926556422,1.2269320669067747
2020-03-26,-0.10958088559152054,0.05329624747773127,1.2269602624151217
2020-03-27,-0.05813878883884958,0.0018541507250603023,1.2585997318716131
2020-03-30,-0.07323004044103726,0.016945402327247977,1.2736909834738008
2020-03-31,-0.08330024177771583,0.027015603663926552,1.2837611848104795
2020-04-01,-0.10255678738922364,0.04627214927543436,1.3030177304219874
2020-04-02,-0.09630269278596172,0.0327236165825166,1.316566263114905
2020-04-03,-0.04777758012675008,0.08124872924172824,1.3650913757741168
2020-04-06,-0.08005051810814083,0.04897579126033749,1.387313977902006
2020-04-07,-0.07091659145737875,0.058109717911099576,1.3964479045527682
2020-04-08,-0.02420256468406911,0.0013453552842884742,1.443161931326078
2020-04-09,-0.05913125654792496,0.03627404714814433,1.4780906231899338
2020-04-13,-0.04219754105134395,0.019340331651563316,1.4809595349895326
2020-04-14,-0.09003629504311428,0.06717908564333365,1.528798288981303
2020-04-15,-0.09692115995966422,0.07406395055988359,1.535683153897853
2020-04-16,-0.08401252368625928,0.06115531428647864,1.5425771449206278
