,type,True Reward,Realized Reward,Optimal Reward
34,single,-0.108972659297529,1.1313093034921704,8.303943182188513
35,single,-0.13668733464945496,1.4488732124077908,8.318657546149362
36,single,-0.19334079836670634,1.0656313110765827,7.945271874893621
37,single,-0.1604245048958654,0.13373202103090254,7.9373344002506645
38,single,-0.15855261391673836,0.38901017550863665,7.8293716594174985
39,single,-0.14967299736503897,0.8311803029644887,7.759742812727662
40,single,-0.18483725693104075,1.3292125919247741,7.75854277911219
41,single,-0.19577664078384965,1.0142546588193138,7.689774816151701
42,single,-0.22537625642086948,1.2219900778086337,7.8703674098708225
43,single,-0.18400071432066462,1.230598961649815,7.559691526654553
44,single,-0.20512738519356666,0.9117050669918714,7.348889079884476
45,single,-0.1429938127480006,1.1826080426151462,7.295312126712721
46,single,-0.16760849956981122,1.093966648852105,7.264477349825252
47,single,-0.16427523408251224,1.163284687838222,7.021574268711522
48,single,-0.1832139899410842,1.0930668570645374,7.200795614705703
49,single,-0.16254053992263376,0.8401629018346539,7.362003058188808
50,single,-0.21766481213105246,0.9197700884461675,6.88945977413445
51,single,-0.21624140184167584,1.3839662786181817,6.8908332216774015
52,single,-0.21162930072532873,1.5102465678296944,6.752505543706416
53,single,-0.19463258114417228,1.6452431964687382,6.651367597434358
54,single,-0.17352941947468384,1.2281886042621488,6.846544290830105
55,single,-0.14346600296653758,1.133637950453965,7.068677194275326
56,single,-0.14374951109323936,1.6858617834875091,6.67019001248358
57,single,-0.1466357939115462,1.422043825640457,6.96735634380883
58,single,-0.12372920104265604,1.3292657176195197,6.480652255425461
59,single,-0.12423869034145917,1.38440680577295,6.228144219742626
60,single,-0.12637239861173158,1.2757738800425455,6.496590268861791
61,single,-0.09393610808126845,1.1482907769812103,6.302314492228805
62,single,-0.062475425332213876,1.7290685206743293,6.182953726473274
63,single,-0.076645173846215,1.373860950443595,6.1633735732955115
64,single,-0.07832542627548728,1.559935295845837,6.146828092340714
65,single,-0.13056017627936403,1.2458145588866691,5.934887370308407
66,single,-0.13457831453555538,1.4252485846915444,6.030932838360441
67,single,-0.15229043134003145,1.2564775310538105,5.967629307446206
68,single,-0.18257530180222709,1.4637444037850507,5.910350601462031
69,single,-0.1428049443169886,1.356402230370886,5.99974253772744
70,single,-0.17718680044516733,1.142586832834755,5.934844572417335
71,single,-0.2320631957118201,1.4568954897327622,5.830961432021857
72,single,-0.2150229928023759,1.0727775586332275,5.912200408040045
73,single,-0.2039725837756221,1.2554304723000358,5.614258455910107
74,single,-0.18982189402555422,1.3416209435205948,5.750298854573953
75,single,-0.21026492039243289,0.8981577400835952,5.644739944088739
76,single,-0.20332042293070765,1.0426081383444257,5.579319605313422
77,single,-0.22568389114773524,0.8734239330136443,5.68473163482409
78,single,-0.23526814035030186,0.9852310780183737,5.459841534105669
79,single,-0.25587880894994114,1.0790096317015188,5.24575550801056
80,single,-0.2784357602093279,1.0897337054411564,5.3357474663962385
81,single,-0.2367707339449826,1.2959324771339393,5.413166437837827
82,single,-0.23469876224395125,1.0544741371737738,4.923850599093123
83,single,-0.19463258114417192,1.2660576050826615,4.864961826696894
84,single,-0.15634919774667133,1.1507116884085735,4.797854370439321
85,single,-0.1749420600701801,1.0838802497735531,5.2148791700370065
86,single,-0.14341879799847645,1.078534209355776,4.966408273533032
87,single,-0.15171878157933943,1.2754878895904538,4.820466666676706
88,single,-0.1383777187256607,1.3870069603900337,4.8815124560486645
89,single,-0.15133783781377808,1.4372913341151161,4.8795298200750885
90,single,-0.14450571002504475,1.3732629876498392,4.655355447978431
91,single,-0.1575460859805179,0.7340551455037577,4.497009742847915
92,single,-0.1276269231200077,0.9357097916753359,4.538432190924077
93,single,-0.11966206497315025,1.1062632604754694,4.789029523833405
94,single,-0.13331511929252435,1.1199141731425555,4.417241012388416
95,single,-0.13210011914305636,0.999259091793618,4.4964652644128025
96,single,-0.12409969991291535,1.2448558714743398,4.342926970763656
97,single,-0.11276738784566244,0.9952358038321444,4.079631428395585
98,single,-0.17109857577131177,1.1778577357218503,4.2523926937936585
99,single,-0.19244753776140483,1.141381418990654,3.93941751063779
100,single,-0.19766975652145863,1.1005379053525204,4.169071459233276
101,single,-0.19294367253268108,1.0030148751665042,4.043943492967449
102,single,-0.2090032816024827,1.280473998221685,4.052283313258576
103,single,-0.1622517318027309,0.948110268652047,3.8564388882553393
104,single,-0.18419752660089841,0.8730305168865814,3.7490746788720037
105,single,-0.15860053872645152,1.2567374945263783,3.8974874447623
106,single,-0.14597263248019327,1.0902225546847908,3.5766032845805547
107,single,-0.15214748706983505,1.0244448678015838,3.77070562803057
108,single,-0.1616262837075451,1.0611657174042755,3.701623452129283
109,single,-0.12160111914907776,1.1962972345579295,3.494164208532423
110,single,-0.12284966387091335,0.9881362318482028,3.458453206227665
111,single,-0.15673205571642748,0.9674512928589151,3.6402721834413834
112,single,-0.16466113924417042,1.0204360430423525,3.3843422667698406
113,single,-0.076070959476244,1.0452353048596768,3.3405429520075938
114,single,-0.07828119818784264,1.0840799307643054,3.240377571853273
115,single,-0.0947006454990605,0.9284783652692563,3.1386559820800777
116,single,-0.09528558870789756,0.8830766649411338,3.027637952942945
117,single,-0.08864583802451022,0.750413485013159,3.0414289171939632
118,single,-0.10473774034197848,1.134712224984918,3.0860520402130627
119,single,-0.0738655951482357,1.249958640180707,3.052257980367113
120,single,-0.07708704490285063,1.1337722980198863,3.000929720750106
121,single,-0.10478322235814658,1.2690643449092198,2.9383381881805235
122,single,-0.12095434835758193,1.1102083296499659,2.8099436912761497
123,single,-0.11304225499177097,1.274277318400658,2.78791091935903
124,single,-0.12525858284732733,1.0523355373010936,2.7886716371130817
125,single,-0.07465900140627092,1.1128676953347434,2.7036412794900384
126,single,-0.10323939965595413,0.8589781247056214,2.590479336806217
127,single,-0.11492261970807939,1.1092131589679213,2.5898249170980883
128,single,-0.11570330447295765,0.9880565283827655,2.493132084373296
129,single,-0.1540551993950975,1.076480590045712,2.438095141383352
130,single,-0.17684491254093226,0.8945439731202384,2.42367982296227
131,single,-0.14153132101411697,1.013365495748724,2.3700793206888107
132,single,-0.14337159053562262,0.8852688603647921,2.343804465999749
133,single,-0.16234801597592474,0.32409124386844157,2.245381183620436
134,single,-0.13214686753769372,0.5804870832842639,2.0481048324169078
135,single,-0.1384716608262131,0.48383442695788326,1.9146252927015444
136,single,-0.13898878467917536,0.6833243649140559,1.9977913737971107
137,single,-0.08726065045402057,0.8223916441231552,1.9100101457501673
138,single,-0.12823145284004933,0.6317937460536557,1.9647315873733429
139,single,-0.09151167825136355,0.6740052496825917,1.762637032568008
140,single,-0.08806469320080378,0.671459035448436,1.7265986281038819
141,single,-0.07470306957734858,0.6278691367063609,1.6175045550879088
142,single,-0.05986529206510928,0.7096819685063771,1.6522755968488587
143,single,-0.058215678046406025,0.6523502862808832,1.571390702734314
144,single,0.01547081142965609,0.6067193187937641,1.447652245225195
145,single,0.031301035125590515,0.6474452438655596,1.4727714078248297
146,single,0.048679097877969646,0.673606927697747,1.3341122581445493
147,single,0.044891132745810566,0.5965188683524195,1.3573297995294895
148,single,-0.017502985529204505,0.6657669294167394,1.2565438194349456
149,single,-0.025908722424109465,0.6002280936361553,1.1571247248780057
150,single,0.051986710274162684,0.524647655310444,1.0537631610710296
151,single,0.039201842630066916,0.5501628384999578,1.0350527372223346
152,single,0.03794193224913482,0.36746576176946205,1.056656403417763
153,single,0.08081994309351231,0.34967585791205313,0.9384191974394009
154,single,0.03300501602128872,0.31586440168415963,0.9235658548359278
155,single,0.05015915267589992,0.356631698959531,0.8586275063548127
156,single,0.08912682623300569,0.3007644297419546,0.6795531460682434
157,single,0.11345880957511653,0.30157035374095653,0.7019617181841269
158,single,0.11630427687559224,0.3620965052597793,0.6431496299121475
159,single,0.0976994392031871,0.2652905195359443,0.5854580748866903
160,single,0.02277746815076469,0.2531274254547171,0.4943118267015216
161,single,0.047157887623691795,0.28476673021733295,0.452172376512342
162,single,0.0375478509955675,0.2566874258784224,0.39966168980700223
163,single,-0.04503038717383846,0.15750570485397253,0.30703311578409487
164,single,0.007541999569396038,0.08469911238541483,0.20864138172695162
165,single,0.015470811429657054,0.07131702426744126,0.16408211211244034
166,single,0.024535929151573307,-0.00829437013398418,0.054617754561333845
167,single,0.011635611552654395,0.017381921033498803,0.017381921033498803
168,single,-0.14583051737306366,2.8359422071016684,9.351708247856603
169,single,-0.15100467742164983,2.4560177646840264,9.089709878796695
170,single,-0.15195695348319915,2.8104896605997927,9.347588867558251
171,single,-0.1423802245281613,2.7649145279950407,9.239813191915292
172,single,-0.1562534894082021,2.8890955500062017,9.210433460174134
173,single,-0.137626067430076,2.774287915018937,9.106673886720422
174,single,-0.1304203091656711,2.7316219931041257,8.985940839016655
175,single,-0.04037535963678182,2.639595746031869,8.978633561545784
176,single,-0.0023762794460150394,2.736158637614137,8.982291618031736
177,single,0.0064854998336967284,2.047340351104589,8.827583032978074
178,single,0.006078822595066646,2.4988659856300433,8.952959152882885
179,single,0.006648086220879146,2.776668877365775,8.684416489658211
180,single,0.026091977092120577,2.546002444354728,8.658391937523866
181,single,0.04183471183523471,2.567210788903465,8.69676314435788
182,single,0.07057662715102742,2.6826838041365306,8.8765254957598
183,single,0.06606680858808636,2.5411837757795164,8.733802773784117
184,single,0.0553608141750158,2.737602896753462,8.382122535998185
185,single,0.005631309315792796,2.32510345715033,8.547962318677376
186,single,-0.020422380391558706,2.3630628130155085,8.66019881070529
187,single,0.012929144214712973,2.3285968098747025,8.485442539646852
188,single,0.02105601530066581,2.3045157385160726,8.461969070456067
189,single,-0.032946693309270025,2.3769179142530583,8.21899757170711
190,single,-0.015963360165667184,2.3098553288432964,8.404980919602258
191,single,-0.008671940761809799,2.3618680285412936,8.255541775959797
192,single,0.002125676336425311,2.254025692269428,8.225135534040728
193,single,-0.046486851603507046,2.400590035602299,8.023323922338266
194,single,-0.06008255944418489,2.2961205305518813,8.019610045569777
195,single,-0.09200507797989972,2.4336884816897744,7.982485042674985
196,single,-0.09596104633016464,1.9459378262676637,8.003908023232508
197,single,-0.1234050420273182,2.3376832667819905,7.978913603533019
198,single,-0.09708775625684263,2.408498454144266,7.899345524294406
199,single,-0.11547361155242855,2.607545186280459,7.954401919361667
200,single,-0.10869890832375427,2.4665564562291564,7.735643146094338
201,single,-0.1165765758262595,2.2639741141754337,7.689361245470913
202,single,-0.11034259879405231,2.6715734059399114,7.545222943918533
203,single,-0.14209717503947075,2.318734057265998,7.637964377086212
204,single,-0.19796897851584006,2.2355552526556024,7.583291560609297
205,single,-0.16239612784327084,2.445149627201536,7.406668245743874
206,single,-0.1554883578493638,2.1283058729245745,7.461220876960818
207,single,-0.17255638738704626,2.0643012236141773,7.245152654422698
208,single,-0.1790450112488085,2.274526062272189,7.210820388094613
209,single,-0.20251836265617762,2.319955333246737,7.204487673363873
210,single,-0.19091095411037373,2.25592036306964,7.211725866266294
211,single,-0.1842467012835629,1.91045295659778,7.43269749168752
212,single,-0.1480582798141833,2.0634640789603775,7.20802896185971
213,single,-0.13617139456700894,2.199893790791962,7.067854956075747
214,single,-0.15778565000302855,2.033035268391224,7.000447753805839
215,single,-0.1593200897328201,2.03555623843848,7.0139296185552
216,single,-0.19239788375236505,1.755083808473724,7.160216827548881
217,single,-0.19627443040310738,1.6859240171670213,7.033025650320496
218,single,-0.20970960321353524,1.7753568946014462,6.836451503708758
219,single,-0.20698799470486845,1.9381663104038145,6.763536579318407
220,single,-0.1991667776179284,2.340278319984814,6.586833292559439
221,single,-0.19076238168623005,1.9670045957381959,6.536690098002821
222,single,-0.16799569345151583,1.8002907064559137,6.478442505247063
223,single,-0.12920888884711795,1.8350405637204859,6.4174774502226475
224,single,-0.12962805002398559,1.6764634212075364,6.6771403383421655
225,single,-0.09384625776491759,1.7690961889654488,6.2819502821827005
226,single,-0.1293020433604862,1.5380670607957359,6.075691243613032
227,single,-0.15057638536089757,2.1209490759963643,6.199332186398527
228,single,-0.10655703858995395,1.8434486840804487,6.241699407688528
229,single,-0.10632943668581563,2.1230758307286752,6.170839745480376
230,single,-0.06217058876668836,1.8777695425680498,6.216294166402914
231,single,-0.06526720031886368,1.7330543616401435,6.141739028142901
232,single,-0.11176014940545223,1.812703397571231,6.251633366764693
233,single,-0.12377549026442317,1.7271401475214976,6.218763055687434
234,single,-0.1324738031051103,1.8007218232292286,5.89598235741921
235,single,-0.16528856137840237,1.8762196164565563,5.9773611868143535
236,single,-0.17275088694759322,1.7718470988594106,5.694046245861697
237,single,-0.1514330768154909,1.6014450369481974,5.781078682605209
238,single,-0.19150545968714153,1.567046690973068,5.995650680209875
239,single,-0.23728943726804322,1.6717268526865348,5.628596716970813
240,single,-0.2189884174795082,1.6293980154474936,5.757437578213558
241,single,-0.18036743096375538,1.7128136422593636,5.571410892183599
242,single,-0.21746137350587125,1.846369620880486,5.533689811794229
243,single,-0.21036594049302915,1.8308678562111464,5.481494179551444
244,single,-0.20131654470894994,1.9145612234806946,5.494178830381774
245,single,-0.22855980724827796,1.8965493529466075,5.329334126418935
246,single,-0.2712715074140166,1.8489394161261494,5.334823156499461
247,single,-0.2667195623413788,1.6144609623212822,5.150711039606052
248,single,-0.24651476013402768,1.7478989560275466,5.208661408752045
249,single,-0.2260942419967969,1.6005469435296527,5.1379968988476605
250,single,-0.23211478147802617,1.4769924263527718,5.1789386138767775
