,multi,single
166,0.029228688403235496,-0.00829437013398418
167,0.03400330139967338,0.017381921033498803
168,4.692098477184957,2.8359422071016684
169,4.395568877191664,2.4560177646840264
170,4.5467089611245335,2.8104896605997927
171,4.520629331021469,2.7649145279950407
172,4.3083040430106685,2.8890955500062017
173,4.514412440882934,2.774287915018937
174,4.523754372898003,2.7316219931041257
175,4.44061639013586,2.639595746031869
176,4.28080371765526,2.736158637614137
177,4.363053783438717,2.047340351104589
178,4.270478404759769,2.4988659856300433
179,4.485139420294577,2.776668877365775
180,4.312400919730229,2.546002444354728
181,3.9265414796272307,2.567210788903465
182,3.800778188582415,2.6826838041365306
183,4.031438844711586,2.5411837757795164
184,3.931615631628104,2.737602896753462
185,3.33936662453874,2.32510345715033
186,3.8211786601212205,2.3630628130155085
187,3.7516763146094307,2.3285968098747025
188,4.040250866568385,2.3045157385160726
189,3.8501458680835063,2.3769179142530583
190,3.7610057944733732,2.3098553288432964
191,3.73286469722203,2.3618680285412936
192,3.934110934610637,2.254025692269428
193,3.7883116091762847,2.400590035602299
194,3.7627597895919744,2.2961205305518813
195,3.9314872412997124,2.4336884816897744
196,3.657062101237413,1.9459378262676637
197,3.832734352763117,2.3376832667819905
198,3.7221483229974357,2.408498454144266
199,3.7099973471767056,2.607545186280459
200,3.912008334446901,2.4665564562291564
201,3.65856570138872,2.2639741141754337
202,3.7067764019412053,2.6715734059399114
203,3.4673849236049707,2.318734057265998
204,3.5333534176358006,2.2355552526556024
205,3.6332638112638493,2.445149627201536
206,3.729585442727002,2.1283058729245745
207,3.8088359866091714,2.0643012236141773
208,3.5608198982525723,2.274526062272189
209,3.5894021040965685,2.319955333246737
210,3.6413969316084627,2.25592036306964
211,3.4664884874935518,1.91045295659778
212,3.4956163935234312,2.0634640789603775
213,3.31293003594572,2.199893790791962
214,3.436734423922611,2.033035268391224
215,3.5374738692770955,2.03555623843848
216,3.28046454753365,1.755083808473724
217,3.282416995443775,1.6859240171670213
218,3.5075191559948915,1.7753568946014462
219,3.453651923557684,1.9381663104038145
220,3.432098920191783,2.340278319984814
221,3.2994692744695167,1.9670045957381959
222,3.0533436940501826,1.8002907064559137
223,2.9577491218973013,1.8350405637204859
224,3.117465236099746,1.6764634212075364
225,3.0413010209736973,1.7690961889654488
226,3.285114251701172,1.5380670607957359
227,3.002945127602957,2.1209490759963643
228,3.1603395444654114,1.8434486840804487
229,2.9091516123486283,2.1230758307286752
230,2.9245674219549507,1.8777695425680498
231,2.8907068506469575,1.7330543616401435
232,2.8427289243505998,1.812703397571231
233,2.9414237130911802,1.7271401475214976
234,3.0234806462028443,1.8007218232292286
235,2.923186145698711,1.8762196164565563
236,2.953090361825735,1.7718470988594106
237,2.7687515419328452,1.6014450369481974
238,2.660923265192283,1.567046690973068
239,2.6556823555243296,1.6717268526865348
240,2.6524990294920903,1.6293980154474936
241,2.778580791291348,1.7128136422593636
242,2.689536994443339,1.846369620880486
243,2.690136955275506,1.8308678562111464
244,2.75413554614949,1.9145612234806946
245,2.7293824317346433,1.8965493529466075
246,2.520881682402434,1.8489394161261494
247,2.567448109074923,1.6144609623212822
248,2.5002478412571922,1.7478989560275466
249,2.5122413531573913,1.6005469435296527
250,2.552063545821976,1.4769924263527718
