,multi,single
1,-2.9975457620215766,-5.90268246768515
2,-2.6258452071440366,-4.500451250089023
3,-2.47382242051602,-4.76186562085815
4,-1.6201537229374514,-4.239766742454396
5,-1.9249916658415116,-3.9393113290717467
6,-1.8324130474020999,-3.5772186795031082
7,-0.32754599388680244,-2.6267645275899287
8,-0.30052492185524243,-1.807571657099777
9,0.1910440293990977,-1.9457785262688811
10,1.0745657745803694,-0.7796754642502666
11,1.4756993189373377,-0.22852961983158304
12,1.709617689167764,-0.4099851219270655
13,1.379387134691892,0.19247651662558052
14,1.6000882653243127,-0.4047111056094732
15,0.8715000929477952,-0.5390634015578135
16,1.9453064609631272,0.22998543454903025
17,1.871471770208589,0.2061556742606379
18,2.258743313316857,0.010675548204878454
19,2.015127107691161,-0.029626059268289512
20,2.411601798686468,-0.27846691838900095
21,2.4828136235267007,0.11524586497042244
22,2.0328970805203217,0.21726035796314397
23,2.658034338593599,0.21453143748392567
24,2.3467611111242697,-0.3002968247468105
25,2.7885456049625397,-0.3340323757615466
26,2.387978038393733,0.5630408660618152
27,2.4455657892011313,0.7161224104306978
28,2.2723999031297875,1.0751483273134155
29,2.3720417265560165,0.7675053166334465
30,2.663879734710629,1.430392457575242
31,2.598751316914768,0.4362820102046512
32,2.9452002932838024,0.4978731646011514
33,2.5460157477477106,1.2749062678277467
34,2.8086031302858507,1.1313093034921704
35,2.5249575263587545,1.4488732124077908
36,2.124139639024585,1.0656313110765827
37,1.9063210340647117,0.13373202103090254
38,2.5253414159097125,0.38901017550863665
39,2.4584745041216336,0.8311803029644887
40,2.2821166312543677,1.3292125919247741
41,2.325088458119026,1.0142546588193138
42,2.0155123371482224,1.2219900778086337
43,2.1613304656629384,1.230598961649815
44,2.337179996508354,0.9117050669918714
45,2.1527835777469377,1.1826080426151462
46,2.3379797366195576,1.093966648852105
47,1.9222290036439866,1.163284687838222
48,2.1480217527433885,1.0930668570645374
49,2.6101644328073164,0.8401629018346539
50,2.227659636103996,0.9197700884461675
51,2.171539067582004,1.3839662786181817
52,2.549859061468454,1.5102465678296944
53,2.775896043759456,1.6452431964687382
54,2.517321932190929,1.2281886042621488
55,2.5853482356120994,1.133637950453965
56,2.423262365441063,1.6858617834875091
57,2.403416252791661,1.422043825640457
58,2.1657006532383134,1.3292657176195197
59,2.4595287217972364,1.38440680577295
60,2.3638845221398395,1.2757738800425455
61,2.2293185777534807,1.1482907769812103
62,2.247382265450975,1.7290685206743293
63,2.4399237652641483,1.373860950443595
64,2.6433017434456634,1.559935295845837
65,2.6185730933566305,1.2458145588866691
66,2.662686313826277,1.4252485846915444
67,2.6411374655365787,1.2564775310538105
68,2.6343867379575956,1.4637444037850507
69,2.5774899921738577,1.356402230370886
70,2.443729175682117,1.142586832834755
71,2.5745184927817943,1.4568954897327622
72,2.64955312304971,1.0727775586332275
73,2.6142464977618314,1.2554304723000358
74,2.366025489978883,1.3416209435205948
75,2.793507826813426,0.8981577400835952
76,2.4015934799893612,1.0426081383444257
77,2.457486109744581,0.8734239330136443
78,2.4842054101183186,0.9852310780183737
79,2.4090545500296363,1.0790096317015188
80,2.4676888714289316,1.0897337054411564
81,2.2757392160439647,1.2959324771339393
82,2.5888485853386767,1.0544741371737738
83,2.305555898888365,1.2660576050826615
84,2.371680997316871,1.1507116884085735
85,2.228380136135099,1.0838802497735531
86,2.1746427687442047,1.078534209355776
87,2.326630821091059,1.2754878895904538
88,2.182441198406512,1.3870069603900337
89,2.3380112731520413,1.4372913341151161
90,2.2183001991455615,1.3732629876498392
91,2.2917184430098816,0.7340551455037577
92,2.1174736373479783,0.9357097916753359
93,2.2284740971608183,1.1062632604754694
94,2.1477314703188326,1.1199141731425555
95,2.2665321800764957,0.999259091793618
96,2.2064825582634335,1.2448558714743398
97,2.11785334805505,0.9952358038321444
98,2.0572797518948223,1.1778577357218503
99,2.1735247997591336,1.141381418990654
100,2.2480165294422285,1.1005379053525204
101,2.1551333096044045,1.0030148751665042
102,2.140089839117155,1.280473998221685
103,2.0231548672867783,0.948110268652047
104,2.0558072910554537,0.8730305168865814
105,1.97413888525891,1.2567374945263783
106,1.9663486815070133,1.0902225546847908
107,2.003144833512042,1.0244448678015838
108,1.9160658640201538,1.0611657174042755
109,1.8579931641591303,1.1962972345579295
110,1.9324253542053715,0.9881362318482028
111,1.8189269111480444,0.9674512928589151
112,1.9223326045186497,1.0204360430423525
113,1.768418641615892,1.0452353048596768
114,1.7883801374082038,1.0840799307643054
115,1.85006025452892,0.9284783652692563
116,1.8382506402044845,0.8830766649411338
117,1.7315054398836789,0.750413485013159
118,1.6831526433517583,1.134712224984918
119,1.7136612461965206,1.249958640180707
120,1.722874594000659,1.1337722980198863
121,1.538865427954082,1.2690643449092198
122,1.6619188402220209,1.1102083296499659
123,1.6437714458417374,1.274277318400658
124,1.2903444010098755,1.0523355373010936
125,1.4627436190927166,1.1128676953347434
126,1.4732885726626834,0.8589781247056214
127,1.4889197128102354,1.1092131589679213
128,1.4416310471420624,0.9880565283827655
129,1.4580526568399774,1.076480590045712
130,1.373567196845665,0.8945439731202384
131,1.298177852663188,1.013365495748724
132,1.1989587964479822,0.8852688603647921
133,1.2653015332087152,0.32409124386844157
134,1.1550847539037048,0.5804870832842639
135,1.0295724442241865,0.48383442695788326
136,1.1875668105283972,0.6833243649140559
137,1.102834727934416,0.8223916441231552
138,1.1094250532252556,0.6317937460536557
139,1.0642097096119625,0.6740052496825917
140,1.0576278982190381,0.671459035448436
141,0.9402143229675893,0.6278691367063609
142,0.9556895146894755,0.7096819685063771
143,0.977027927989421,0.6523502862808832
144,0.9464533710317067,0.6067193187937641
145,0.7897608187375853,0.6474452438655596
146,0.8626783356084894,0.673606927697747
147,0.908309463919097,0.5965188683524195
148,0.8299092154174162,0.6657669294167394
149,0.8182346765849178,0.6002280936361553
150,0.7419856782013995,0.524647655310444
151,0.6912173429194646,0.5501628384999578
152,0.6675809919329562,0.36746576176946205
153,0.6311754373606085,0.34967585791205313
154,0.5784688933705007,0.31586440168415963
155,0.5201093078723014,0.356631698959531
156,0.458062909765047,0.3007644297419546
157,0.45286563905182153,0.30157035374095653
158,0.45604225618151284,0.3620965052597793
159,0.38720087940439873,0.2652905195359443
160,0.36246678468534854,0.2531274254547171
161,0.3310072409690805,0.28476673021733295
162,0.2838626263601183,0.2566874258784224
163,0.2124639936220824,0.15750570485397253
164,0.16353575197211823,0.08469911238541483
165,0.12386171445714253,0.07131702426744126
