Current Date,True Reward,Realized Reward,Optimal Reward
2020-01-03,0.0035501251453880275,-0.0035501251453880275,0.0035501251453880275
2020-01-06,-0.00042122113571823553,0.00042122113571823553,0.0075214714264942905
2020-01-07,0.0014028667351209763,0.0022453090065574473,0.009345559297333501
2020-01-08,0.0018233203881692175,-0.008225480499992319,0.009766012950381743
2020-01-09,0.009871611083292554,-0.016273771195115656,0.01781430364550508
2020-01-10,0.014309861487901612,-0.02071202159972471,0.022252554050114136
2020-01-13,0.012139406442690036,-0.018541566554513136,0.02442300909532571
2020-01-14,0.021068046432980915,-0.009612926564222255,0.033351649085616594
2020-01-15,0.029145321204724184,-0.027740537189467077,0.04142892385735986
2020-01-16,0.032457691197338566,-0.031052907182081462,0.044741293849974245
2020-01-17,0.04102785653285529,-0.022482741846564742,0.05331145918549096
2020-01-21,0.0335443259639407,-0.02504954713115159,0.055878264470077814
2020-01-22,0.0434950687795648,-0.035000289946775696,0.06582900728570192
2020-01-23,0.049168924131661615,-0.04067414529887251,0.07150286263779873
2020-01-24,0.04823292245045388,-0.03973814361766478,0.07243886431900647
2020-01-27,0.04609027362416978,-0.037595494791380676,0.07458151314529057
2020-01-28,0.038464538037472636,-0.029969759204683533,0.08220724873198772
2020-01-29,0.047519259293912076,-0.03902448046112297,0.09126196998842716
2020-01-30,0.04600087826160333,-0.03750609942881423,0.0927803510207359
2020-01-31,0.0478761210813095,-0.0393813422485204,0.09465559384044206
2020-02-03,0.04327101590080408,-0.03477623706801498,0.09926069902094747
2020-02-04,0.03873466095057751,-0.03023988211778841,0.10379705397117404
2020-02-05,0.047206818708419376,-0.03871203987563027,0.11226921172901591
2020-02-06,0.05254893626693243,-0.04405415743414333,0.11761132928752896
2020-02-07,0.05781852453009057,-0.04932374569730147,0.1228809175506871
2020-02-10,0.05755350840533405,-0.049058729572544944,0.12314593367544362
2020-02-11,0.061477584770857505,-0.0529828059380684,0.12707001004096707
2020-02-12,0.06722560088534937,-0.05873082205256028,0.13281802615545896
2020-02-13,0.08569250459950922,-0.07719772576672013,0.1512849298696188
2020-02-14,0.08112918360032186,-0.07263440476753276,0.15584825086880616
2020-02-18,0.023584935972247083,-0.015090157139457987,0.21339249849688094
2020-02-19,0.03981450447240859,-0.031319725639619496,0.22962206699704246
2020-02-20,0.05494365138029618,-0.01619057873173191,0.24475121390493004
2020-02-21,0.05803934194850822,-0.029336605153445397,0.2478469044731421
2020-02-24,0.033046441971893784,-0.05432950513005983,0.27283980444975653
2020-02-25,0.06578072660287519,-0.09711412561454275,0.3055740890807379
2020-02-26,-0.01124690817266244,-0.020086490839005114,0.38260172385627556
2020-02-27,-0.021664922320536274,-0.009668476691131278,0.3930197380041494
2020-02-28,0.0256394829655616,-0.056972881977229155,0.44032414329024727
2020-03-02,0.01863668987232375,-0.04997008888399131,0.44732693638348514
2020-03-03,0.05631577949591263,-0.08764917850758018,0.485006026007074
2020-03-04,0.06941082095150265,-0.07455413705199015,0.498101067462664
2020-03-05,0.06888682093951275,-0.0840804728935016,0.5076274033041754
2020-03-06,0.04510667716862244,-0.06030032912261129,0.5314075470750658
2020-03-09,0.07302778101378536,-0.08822143296777421,0.5593286509202287
2020-03-10,0.031052409801067285,-0.046246061755056134,0.6013040221329468
2020-03-11,-0.05873416515251263,0.043540513198523784,0.6910905970865266
2020-03-12,-0.01110495620069396,-0.004088695753294888,0.7387198060383453
2020-03-13,-0.13362496676109636,-0.1266087063136973,0.8612398165987477
2020-03-16,-0.07448958162445855,-0.19579442730383645,0.9203752017353856
2020-03-17,-0.11775958775594716,-0.15252442117234782,0.9636452078668741
2020-03-18,-0.13026107973166445,-0.1650259131480651,0.9761466998425914
2020-03-19,-0.22162386313195198,-0.08371346560127907,1.0574591473893775
2020-03-20,-0.2855940759856624,-0.14768367845498948,1.121429360243088
2020-03-23,-0.23674762235571004,-0.20658046793844312,1.1702758138730405
2020-03-24,-0.19102570834571508,-0.25230238194843807,1.2159977278830354
2020-03-25,-0.1293553173793535,-0.31397277291479964,1.277668118849397
2020-03-26,-0.10958088559152054,-0.2941983411269667,1.29744255063723
2020-03-27,-0.05813878883884958,-0.35569077373313923,1.348884647389901
2020-03-30,-0.07323004044103726,-0.34059952213095157,1.3639758989920887
2020-03-31,-0.08330024177771583,-0.330529320794273,1.3740461003287674
2020-04-01,-0.10255678738922364,-0.3497858664057808,1.3933026459402753
2020-04-02,-0.09630269278596172,-0.36609029686254413,1.3995567405435372
2020-04-03,-0.04777758012675008,-0.4146154095217558,1.4480818532027488
2020-04-06,-0.08005051810814083,-0.38234247154036505,1.4803547911841397
2020-04-07,-0.07091659145737875,-0.3914763981911271,1.4894887178349019
2020-04-08,-0.02420256468406911,-0.4381904249644368,1.5362027446082116
2020-04-09,-0.05913125654792496,-0.40326173310058094,1.5711314364720674
2020-04-13,-0.04219754105134395,-0.42019544859716196,1.5880651519686484
2020-04-14,-0.09003629504311428,-0.3723566946053916,1.6359039059604188
2020-04-15,-0.09692115995966422,-0.3654718296888417,1.6427887708769688
2020-04-16,-0.08401252368625928,-0.3783804659622466,1.6556974071503738
2020-04-17,-0.10022626510045407,-0.3621667245480518,1.6719111485645686
2020-04-20,-0.11282344898509725,-0.3495695406634086,1.6845083324492118
2020-04-21,-0.10183117315800785,-0.360561816490498,1.6955006082763013
2020-04-22,-0.13079430287626514,-0.3315986867722407,1.7244637379945587
