,type,True Reward,Realized Reward,Optimal Reward
170,multi,-0.15195695348319915,4.5467089611245335,8.411800223866964
171,multi,-0.1423802245281613,4.520629331021469,8.375568276795192
172,multi,-0.1562534894082021,4.3083040430106685,8.289219464495927
173,multi,-0.137626067430076,4.514412440882934,8.312844331196487
174,multi,-0.1304203091656711,4.523754372898003,8.211341633954076
175,multi,-0.04037535963678182,4.44061639013586,8.11406258098479
176,multi,-0.0023762794460150394,4.28080371765526,8.157176855782124
177,multi,0.0064854998336967284,4.363053783438717,8.113402017640457
178,multi,0.006078822595066646,4.270478404759769,8.109923941924706
179,multi,0.006648086220879146,4.485139420294577,8.00535451403178
180,multi,0.026091977092120577,4.312400919730229,7.9441455802748004
181,multi,0.04183471183523471,3.9265414796272307,7.950626807681061
182,multi,0.07057662715102742,3.800778188582415,7.862579704385507
183,multi,0.06606680858808636,4.031438844711586,7.830394119570199
184,multi,0.0553608141750158,3.931615631628104,7.765269648613236
185,multi,0.005631309315792796,3.33936662453874,7.764329457728824
186,multi,-0.020422380391558706,3.8211786601212205,7.605569158052348
187,multi,0.012929144214712973,3.7516763146094307,7.649777409566829
188,multi,0.02105601530066581,4.040250866568385,7.607230150816555
189,multi,-0.032946693309270025,3.8501458680835063,7.544427756743296
190,multi,-0.015963360165667184,3.7610057944733732,7.51025742927371
191,multi,-0.008671940761809799,3.73286469722203,7.460283098148613
192,multi,0.002125676336425311,3.934110934610637,7.434469722733032
193,multi,-0.046486851603507046,3.7883116091762847,7.369463739416863
194,multi,-0.06008255944418489,3.7627597895919744,7.296575106830849
195,multi,-0.09200507797989972,3.9314872412997124,7.253358839232903
196,multi,-0.09596104633016464,3.657062101237413,7.240766702118092
197,multi,-0.1234050420273182,3.832734352763117,7.161189109319267
198,multi,-0.09708775625684263,3.7221483229974357,7.114840232214698
199,multi,-0.11547361155242855,3.7099973471767056,7.107881808114074
200,multi,-0.10869890832375427,3.912008334446901,7.086216964740428
201,multi,-0.1165765758262595,3.65856570138872,7.079108347066638
202,multi,-0.11034259879405231,3.7067764019412053,7.029850741924195
203,multi,-0.14209717503947075,3.4673849236049707,7.047426257785958
204,multi,-0.19796897851584006,3.5333534176358006,7.019683798347888
205,multi,-0.16239612784327084,3.6332638112638493,6.903194023719966
206,multi,-0.1554883578493638,3.729585442727002,6.866363653920121
207,multi,-0.17255638738704626,3.8088359866091714,6.802617267781753
208,multi,-0.1790450112488085,3.5608198982525723,6.768230570511082
209,multi,-0.20251836265617762,3.5894021040965685,6.738355912996546
210,multi,-0.19091095411037373,3.6413969316084627,6.661494478528386
211,multi,-0.1842467012835629,3.4664884874935518,6.585299218124695
212,multi,-0.1480582798141833,3.4956163935234312,6.452499735592164
213,multi,-0.13617139456700894,3.31293003594572,6.46512164120856
214,multi,-0.15778565000302855,3.436734423922611,6.41707848645485
215,multi,-0.1593200897328201,3.5374738692770955,6.35049409594596
216,multi,-0.19239788375236505,3.28046454753365,6.346520365496794
217,multi,-0.19627443040310738,3.282416995443775,6.1919937168422425
218,multi,-0.20970960321353524,3.5075191559948915,6.118384065409549
219,multi,-0.20698799470486845,3.453651923557684,6.143448066135591
220,multi,-0.1991667776179284,3.432098920191783,6.058240552389469
221,multi,-0.19076238168623005,3.2994692744695167,6.018868608573374
222,multi,-0.16799569345151583,3.0533436940501826,6.007134562141665
223,multi,-0.12920888884711795,2.9577491218973013,5.950219072448883
224,multi,-0.12962805002398559,3.117465236099746,5.900482723903344
225,multi,-0.09384625776491759,3.0413010209736973,5.88507279207208
226,multi,-0.1293020433604862,3.285114251701172,5.733132611277217
227,multi,-0.15057638536089757,3.002945127602957,5.7075409635299525
228,multi,-0.10655703858995395,3.1603395444654114,5.670246547365794
229,multi,-0.10632943668581563,2.9091516123486283,5.677393384664696
230,multi,-0.06217058876668836,2.9245674219549507,5.626904490353821
231,multi,-0.06526720031886368,2.8907068506469575,5.468674288225653
232,multi,-0.11176014940545223,2.8427289243505998,5.430106534440136
233,multi,-0.12377549026442317,2.9414237130911802,5.3787532621011485
234,multi,-0.1324738031051103,3.0234806462028443,5.359695187771852
235,multi,-0.16528856137840237,2.923186145698711,5.3281428538338655
236,multi,-0.17275088694759322,2.953090361825735,5.301772610613635
237,multi,-0.1514330768154909,2.7687515419328452,5.230979697560853
238,multi,-0.19150545968714153,2.660923265192283,5.226411340915539
239,multi,-0.23728943726804322,2.6556823555243296,5.190300747830829
240,multi,-0.2189884174795082,2.6524990294920903,5.122182052381206
241,multi,-0.18036743096375538,2.778580791291348,5.092220133533083
242,multi,-0.21746137350587125,2.689536994443339,5.031713404146652
243,multi,-0.21036594049302915,2.690136955275506,4.950148747512456
244,multi,-0.20131654470894994,2.75413554614949,4.889213122109117
245,multi,-0.22855980724827796,2.7293824317346433,4.859976608421389
246,multi,-0.2712715074140166,2.520881682402434,4.888420850788357
247,multi,-0.2667195623413788,2.567448109074923,4.733076673053414
248,multi,-0.24651476013402768,2.5002478412571922,4.644153352826422
249,multi,-0.2260942419967969,2.5122413531573913,4.607226404537373
250,multi,-0.23211478147802617,2.552063545821976,4.561967264781647
